GrPetYear,pe,pb,peg,shr,revenue,opInm,eps,Assets,Equity,bvps,ROtA,5ROtA,10ROtA,bad5y,bad10y,Industrial,cur,old
PMC,0.0,0.0,0.0,-50.79,-100.0,,,10.95,-100.0,-203.21,,,3.51,,1.0,,USD,2007
PMC.CN,105.15,-4.02,0.84,15.59,-100.0,,,-2.63,21.86,18.91,,-39.59,-109.33,2.0,5.0,,USD,2012
PM.CN,0.32,-0.62,0.0,12.64,-100.0,-11.48,,-45.53,,,,163.93,-62.39,1.0,2.0,,CAD,2010
PMCS,0.0,0.0,0.0,0.93,6.77,-7.17,-48.08,2.25,6.55,6.49,,,-3.79,,1.0,,USD,2005
PME,-9.61,0.3,-0.1,33.63,-100.0,,,31.11,5.98,4.47,,-6.43,5.84,1.0,4.0,"FISHING, HUNTING AND TRAPPING",USD,2012
PMG.OL,-9.11,2.04,-1.76,27.28,233.99,153.33,98.25,123.92,125.2,98.37,,-67.53,-67.53,3.0,3.0,,USD,2018
PMO.L,0.0,0.0,,5.61,1.55,,,2.03,,,,-8.29,-6.41,1.0,4.0,,USD,2011
PMPG,-0.3,-0.16,0.0,40.43,-100.0,41.29,7.05,-100.0,38.76,27.6,,100.0,-138371.03,0.0,3.0,MINING & QUARRYING OF  NONMETALLIC MINERALS (NO FUELS),USD,2011
PMTS.TO,18.05,-2.11,0.05,3.87,6.85,8.56,11.65,6.45,20.74,19.97,,-8.33,0.14,1.0,3.0,,USD,2012
PMY.AX,0.0,0.0,,33.13,-100.0,23.21,4.27,34.13,35.0,26.29,,-52.26,-58.62,3.0,8.0,,AUD,2011
PNBI,12.39,1.0,-1.12,-0.73,2.02,11.96,6.87,3.28,5.52,5.56,,,,,,,USD,2002
PNCPQ,0.0,0.0,,-1.64,1.8,11.75,7.04,5.01,5.58,5.68,,1.39,1.31,0.0,0.0,,USD,2010
PNC-PQ,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,157.13,157.13,0.0,0.0,,USD,2019
PNHO.SW,321.02,78.32,-3.42,70.26,19.04,36.25,-22.58,25.89,37.09,21.78,,9.69,11.24,0.0,0.0,,CHF,2014
PNHT,0.0,0.0,,2.53,-100.0,-100.0,-100.0,-22.12,51.54,50.27,,-2214.9,-1018.43,2.0,3.0,SERVICES,USD,2014
PNK,0.0,0.0,0.0,0.29,20.63,25.68,,-6.46,,,,,-2.7,,2.0,,USD,2012
PNL.AX,0.0,0.0,,51.07,-100.0,67.02,10.59,57.02,40.16,26.59,,-8.92,-15.82,2.0,6.0,,USD,2013
PNNTG,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,28035.74,75120626.38,75120626.38,,25.49,25.49,0.0,0.0,,USD,2020
PNRA,0.0,0.0,0.0,-3.4,11.3,11.72,14.67,7.29,-4.72,-4.88,,,14.88,,0.0,,USD,2007
PNW.AX,0.0,0.0,,15.61,19.52,,,20.24,12.31,10.65,,-4.86,-9.18,2.0,3.0,,AUD,2011
PNX,0.0,0.0,0.0,-27.96,-4.55,,,38.68,-25.34,-35.17,,,-0.53,,2.0,,USD,2006
PNY,0.0,0.0,0.0,-8.85,35.41,49.68,59.53,80.05,54.6,59.9,,2.63,11.13,0.0,3.0,,USD,2009
POETF,-1.06,3.31,0.01,13.87,-100.0,1.93,-10.93,8.46,6.43,5.64,,-96.09,-95.85,2.0,7.0,SEMICONDUCTORS & RELATED DEVICES,USD,2011
POG.L,-104.3,7.67,0.28,20.85,-2.68,-15.15,,-6.83,-9.51,-7.87,,0.05,-4.41,1.0,4.0,,USD,2011
POGR.ME,-2.73,0.19,1.04,20.85,-2.68,-8.98,,-6.83,-10.95,-9.06,,0.1,-5.67,1.0,3.0,,USD,2011
POL,4.29,0.16,0.04,261.18,153.66,109.85,-40.59,237.74,292.56,81.0,,-69.68,-69.68,2.0,2.0,"RETAIL-HOME FURNITURE, FURNISHINGS & EQUIPMENT STORES",USD,2018
POL.L,-150.43,10.48,-2.6,2.6,28.43,-100.0,,-16.52,-16.5,-16.08,,-9.43,-25.85,2.0,2.0,,USD,2010
POLN.SW,-0.41,1.38,-0.01,0.43,-13.64,,,-5.61,-16.5,-16.43,,-69.55,-66.42,3.0,7.0,,CHF,2013
POLXF,-2.81,1.78,-0.03,-100.0,-11.64,,-100.0,-7.16,-7.49,-7.49,,,,,,,USD,2001
POM,0.0,0.0,0.0,17.62,19.29,44.42,33.28,9.93,35.29,30.01,,22.62,7.29,1.0,6.0,,USD,2010
POND,15.16,-53.09,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,2.16,2.16,0.0,0.0,BLANK CHECKS,USD,2021
POND-UN,15.71,-55.01,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,2.16,2.16,0.0,0.0,BLANK CHECKS,USD,2021
PONY.TO,0.0,0.0,,14.15,20.03,32.05,,25.46,17.49,15.32,,-6.28,-2.01,1.0,3.0,,CAD,2010
POOL-B.ST,11.61,2.7,0.01,11.78,7.63,,,10.17,11.61,10.39,,5.47,3.34,2.0,3.0,,SEK,2012
POOL.JK,-10.57,0.31,0.13,3.21,14.23,,,14.22,12.84,12.44,,-31.75,-8.73,3.0,4.0,,IDR,2012
POPE,0.0,0.0,,-0.69,15.02,,2.92,8.55,-5.48,-5.52,,0.92,2.69,0.0,2.0,,USD,2010
POSH,-23.3,3.56,0.01,1.38,30.02,87.01,81.7,60.43,81.89,80.77,,-13.08,-13.08,3.0,3.0,RETAIL-CATALOG & MAIL-ORDER HOUSES,USD,2018
POTGD,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,,100.0,,0.0,,USD,2013
POTN,0.0,0.0,0.0,-100.0,-38.49,,-100.0,-63.1,,,,-420.44,-420.44,1.0,1.0,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,USD,2018
POW,15.73,-26.25,,0.0,-100.0,-100.0,-100.0,-99.77,484.89,484.89,,364630.87,364630.87,1.0,1.0,BLANK CHECKS,USD,2020
POWR,0.0,0.0,0.0,-51.93,-46.35,-53.89,-11.45,-46.26,-47.85,-99.55,,,0.26,,1.0,,USD,2006
POWRU,14.75,1.05,,0.0,-100.0,-100.0,-100.0,-99.77,484.89,484.89,,364630.87,364630.87,1.0,1.0,BLANK CHECKS,USD,2020
POWRW,0.0,-0.0,,-100.0,-100.0,-100.0,-100.0,-99.77,484.89,484.89,,729261.73,729261.73,0.0,0.0,BLANK CHECKS,USD,2021
POZN,0.0,0.0,0.0,1.4,1.38,29.22,28.07,-53.18,-51.9,-51.18,,,-4.15,,1.0,,USD,2005
PPC.L,4.42,0.29,2.59,32.53,13.09,,,3.02,-2.55,-1.93,,-36.51,-18.23,1.0,3.0,,USD,2012
PPD,104.96,-21.61,0.89,1.68,14.97,12.84,-11.27,4.95,-20.61,-20.26,,3.19,24.35,0.0,4.0,SERVICES,USD,2016
PPGH,-34.33,-9995.79,,0.0,-100.0,-100.0,-100.0,-20.84,-406.26,-406.26,,-2314.1,-2314.1,1.0,1.0,BLANK CHECKS,USD,2020
PPGHU,-27.53,-8014.75,,0.0,-100.0,-100.0,-100.0,-20.84,-406.26,-406.26,,-2314.1,-2314.1,1.0,1.0,BLANK CHECKS,USD,2020
PPGHW,-5.77,-1019.11,,0.0,-100.0,-100.0,-100.0,-20.84,-406.26,-406.26,,-2314.1,-2314.1,1.0,1.0,,USD,2020
PPG.L,67.18,-453.68,0.61,56.27,-100.0,-9.76,,-9.97,,,,-241.36,-203.9,2.0,6.0,,GBP,2011
PPHI,100.63,0.4,-0.95,-5.63,17.97,,,20.34,32.63,34.58,,-0.67,-0.24,2.0,3.0,"FIRE, MARINE & CASUALTY INSURANCE",USD,2016
PPIX.L,959.1,200.99,82.17,5.35,-2.47,,,-0.25,4.1,3.89,,3.16,1.55,1.0,3.0,,USD,2011
PPK.CN,0.0,0.0,,28.2,-100.0,-0.5,-21.18,-0.28,-0.32,-0.25,,-1276.87,-749.53,1.0,2.0,,CAD,2014
PPP.L,-1.38,2.73,1.65,1.47,-100.0,74.92,80.41,29.91,-100.0,-98.55,,-65.04,-43.02,3.0,3.0,,USD,2016
PPS,0.0,0.0,0.0,2.68,2.78,5.2,-5.06,1.27,2.94,2.86,,,5.83,,0.0,,USD,2006
PPSF,25.0,1.67,,-2.08,1.69,-100.0,0.3,-0.93,-3.21,-3.28,,,,,,,USD,1998
PQEFF,-0.0,0.0,-0.0,33.52,-43.9,-2.66,17.17,100.88,105.28,78.85,,-23.19,-27.84,4.0,7.0,DRILLING OIL & GAS WELLS,USD,2012
PQG,-7.61,1.66,0.02,5.44,23.28,8.75,,25.98,40.26,38.18,,-2.82,-1.26,1.0,2.0,CHEMICALS & ALLIED PRODUCTS,USD,2015
PQS.BK,9.71,0.96,-0.1,-100.0,76.35,236.95,-100.0,14.8,50.87,50.87,,13.14,13.14,1.0,1.0,,THB,2020
PRABHAT.NS,0.0,0.0,,6.46,-11.88,,,27.09,6.78,6.37,,1.3,2.3,1.0,1.0,,INR,2015
PRADIP.NS,-0.03,-0.01,0.0,-0.0,-36.97,,9.69,-12.81,,,,-11.67,-18.17,1.0,5.0,,INR,2012
PRAH,0.0,0.0,,1.67,20.85,25.15,,19.84,30.49,29.99,,14.45,8.35,0.0,2.0,SERVICES,USD,2012
PRBM,3.3,0.25,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,4.14,4.14,0.0,0.0,BLANK CHECKS,USD,2021
PRBM-UN,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,4.14,4.14,0.0,0.0,BLANK CHECKS,USD,2021
PRBM-WT,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,4.14,4.14,0.0,0.0,BLANK CHECKS,USD,2021
PRB.V,-9.46,7.5,-0.57,9.12,-100.0,-2.07,-9.68,0.96,0.34,0.31,,-38.19,-49.16,3.0,7.0,,CAD,2012
PRCD,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,252.35,252.35,0.0,0.0,SERVICES,USD,2020
PRCHW,-1.49,0.55,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,-23.4,-23.4,1.0,1.0,SERVICES,USD,2020
PRCP,0.0,0.0,,0.77,0.55,,,-0.72,-4.03,-4.0,,-3.89,-5.13,2.0,3.0,,USD,2011
PRCX,-0.01,-0.02,-0.0,152.55,-100.0,50.62,,197.26,,,,-46.36,-35.53,1.0,3.0,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,USD,2013
PRED,-0.0,0.0,0.0,249.61,-100.0,297.36,25.72,312.89,285.21,81.58,,-123.24,-99.82,1.0,2.0,PHARMACEUTICAL PREPARATIONS,USD,2007
PRE-PF,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,100.0,100.0,0.0,0.0,,USD,2019
PRE-PI,0.0,0.0,,-100.0,3.53,-100.0,-100.0,1.83,1.4,1.4,,1.47,2.0,1.0,3.0,ACCIDENT & HEALTH INSURANCE,USD,2011
PREV.CN,-5.74,-2.9,-0.1,80.89,-100.0,55.94,-3.84,12.45,,,,-1116.42,-932.66,3.0,4.0,,CAD,2015
PRFN.SW,44.51,-15.24,0.05,0.03,-100.0,7.05,,-42.31,,,,2.53,-11.14,3.0,8.0,,CHF,2012
PRGX,0.0,0.0,,-0.71,-0.9,,,1.86,0.92,0.93,,-4.45,-2.65,1.0,3.0,SERVICES,USD,2010
PRLE,2.94,0.16,-0.07,4.52,141.98,,,94.37,43.99,42.09,,8.81,-173.28,3.0,2.0,REAL ESTATE INVESTMENT TRUSTS,USD,2012
PRLEP,0.0,0.0,,-100.0,141.98,,-100.0,94.37,43.99,43.99,,8.81,-173.28,3.0,2.0,,USD,2012
PRLX,-0.0,-0.0,0.0,22.83,22.7,21.87,-6.75,47.7,37.89,30.85,,3103123.08,883748.17,1.0,6.0,,USD,2010
PRM.MI,-0.31,-1.39,-0.02,20.86,3.7,,,9.93,,,,-9.42,-14.48,2.0,7.0,,EUR,2011
PRNB,0.0,0.0,,198.79,-49.14,-442.81,-421.54,95.75,111.34,37.26,,-2.38,-2.38,1.0,1.0,,USD,2018
PROG,-0.14,-0.29,0.0,0.68,-78.64,27.16,10.67,-2.21,31.97,31.76,,-148.45,-148.45,4.0,4.0,SERVICES,USD,2018
PROINDIA.NS,3.52,-150.82,0.0,0.0,-100.0,,11.37,-26.91,,,,148.02,19.55,3.0,8.0,,INR,2012
PROL.PA,-4.18,0.59,0.05,36.5,17.89,,,19.33,,,,-1.93,-3.13,3.0,7.0,,EUR,2012
PROS,20.4,0.73,-0.4,-4.82,3.67,-100.0,,-70.28,18.39,19.33,,17.29,30.01,2.0,3.0,"FIRE, MARINE & CASUALTY INSURANCE",USD,2016
PROSEED.NS,0.0,0.0,,-21.03,-100.0,,,-40.79,,,,-11.66,-56.39,2.0,3.0,,INR,2011
PROTCT.OL,0.0,0.0,,-0.43,37.54,-100.0,,22.43,14.7,14.77,,-1.17,3.53,1.0,2.0,,NOK,2010
PRPB,-1129.57,1.43,1.53,0.0,-100.0,919.53,-738.46,-0.06,-11.26,-11.26,,-0.05,-0.05,1.0,1.0,BLANK CHECKS,USD,2020
PRPB-UN,0.0,0.0,,0.0,-100.0,919.53,-46.0,-0.06,-11.26,-11.26,,-0.06,-0.06,1.0,1.0,BLANK CHECKS,USD,2020
PRPB-WT,0.0,0.0,,-100.0,-100.0,919.53,-46.0,-0.06,-2459.44,-2459.44,,-0.06,-0.06,1.0,1.0,BLANK CHECKS,USD,2020
PRP.L,-4823.41,97.64,-52.04,-0.08,3.87,-36.94,,-0.61,-5.56,-5.57,,2.74,11.15,2.0,2.0,,GBP,2012
PRPLW,0.0,0.0,,22.48,-100.0,-100.0,-100.0,-1.43,,,,-4.45,-1.69,2.0,2.0,,USD,2015
PRSC,0.0,0.0,,0.3,4.23,14.42,7.18,15.86,16.76,16.71,,0.61,7.55,2.0,2.0,,USD,2011
PRSM.L,-2366.1,1399.51,-57.28,5.5,65.66,93.79,84.63,78.13,110.74,104.97,,-36.44,-26.84,4.0,7.0,,GBP,2013
PRSN,0.0,0.0,0.0,8.63,-85.83,-79.16,-78.0,-83.18,-100.0,-92.05,,,,,,,USD,2008
PRSP,0.0,0.0,,2.69,8.79,,,37.5,25.05,24.39,,-3.83,15.52,1.0,4.0,SERVICES,USD,2014
PRSS,0.0,0.0,0.0,7.5,-2.33,,,-0.29,21.22,19.74,,,-21.0,,4.0,,USD,2009
PRTI.CN,-0.51,9.6,0.0,-42.41,-100.0,77.6,211.76,-56.13,-57.22,-99.36,,-193.6,-193.6,1.0,1.0,,CAD,2020
PRTK.ME,14.8,1.24,-0.35,0.29,11.49,21.68,15.57,14.58,9.0,8.97,,3.7,5.4,0.0,1.0,,RUB,2010
PRTO,0.0,0.0,,58.78,-100.0,29.58,57.81,-27.43,-29.44,-18.54,,-88.13,-51.48,1.0,4.0,,USD,2014
PRTY,-0.18,-0.28,-0.0,-1.55,1.66,-8.98,,4.99,-14.07,-14.29,,-12.29,-1.65,2.0,2.0,RETAIL-MISCELLANEOUS RETAIL,USD,2011
PRVL,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,-33.77,-33.77,1.0,1.0,,USD,2019
PRXI,0.0,0.0,0.0,-22.66,-66.45,,,-62.78,-71.07,-91.89,,,-8.79,,1.0,,USD,2008
PRXL,0.0,0.0,0.0,-1.06,8.59,9.19,6.76,11.05,4.47,4.52,,,8.76,,0.0,,USD,2008
PRZ.AX,0.0,0.0,,25.3,140.96,-57.74,-63.13,-47.45,-59.73,-47.67,,-213.67,-213.67,2.0,2.0,,AUD,2018
PRZM,-0.0,-0.0,-0.0,7.41,-100.0,,,2.02,,,,,-343.71,,2.0,,USD,2007
PRZO,0.0,0.0,,0.0,-4.99,-53.53,-68.34,-30.18,10.25,10.25,,-185.03,-185.03,2.0,2.0,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC",USD,2020
PS,0.0,0.0,,22.64,29.96,9.96,37.19,60.39,28.44,23.19,,-19.2,-19.2,3.0,3.0,SERVICES,USD,2018
PSA.AX,0.0,0.0,,5.92,-100.0,-21.82,-7.22,-33.67,,,,-218.21,-115.93,2.0,4.0,,AUD,2012
PSAC,-192.82,81.35,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,-0.91,-0.91,1.0,1.0,MOTOR VEHICLES & PASSENGER CAR BODIES,USD,2020
PSACU,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,-0.91,-0.91,1.0,1.0,MOTOR VEHICLES & PASSENGER CAR BODIES,USD,2020
PSAG,47.86,-28.29,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,1.22,1.22,0.0,0.0,BLANK CHECKS,USD,2021
PSAGU,48.16,1.08,,-100.0,-100.0,-100.0,-100.0,88642.06,1286308.53,1286308.53,,1.21,1.21,0.0,0.0,BLANK CHECKS,USD,2021
PSAGW,0.01,-0.01,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,1.22,1.22,0.0,0.0,BLANK CHECKS,USD,2021
PSALL,0.0,0.0,,-100.0,5.82,10.52,-100.0,-28.04,0.31,0.31,,108.03,48.63,2.0,7.0,,USD,2011
PSA-PC,0.0,0.0,,-100.0,5.82,10.52,-100.0,-28.04,0.31,0.31,,108.03,48.63,2.0,7.0,REAL ESTATE INVESTMENT TRUSTS,USD,2011
PSA-PD,0.0,0.0,,-100.0,5.82,10.52,-100.0,-28.04,0.31,0.31,,108.03,48.63,2.0,7.0,REAL ESTATE INVESTMENT TRUSTS,USD,2011
PSA-PE,0.0,0.0,,-100.0,7.2,9.93,-100.0,7.86,1.6,1.6,,13.06,13.02,0.0,0.0,REAL ESTATE INVESTMENT TRUSTS,USD,2012
PSAPV,0.0,0.0,,0.27,6.26,-20.95,7.6,3.06,1.12,1.12,,14.52,13.34,0.0,0.0,,USD,2011
PSA-PX,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,13.63,13.63,0.0,0.0,,USD,2019
PSB,24.92,2.83,0.1,1.43,2.63,16.49,42.53,-0.15,2.04,2.02,,13.44,9.51,0.0,1.0,REAL ESTATE INVESTMENT TRUSTS,USD,2012
PSB.PA,-5.11,1.07,0.01,0.14,-5.3,,,1.25,2.04,2.04,,-1.35,2.97,1.0,1.0,,EUR,2011
PSB-PW,0.0,0.0,,-100.0,3.75,6.15,-100.0,-0.43,4.53,4.53,,9.31,7.47,0.0,0.0,REAL ESTATE INVESTMENT TRUSTS,USD,2011
PSDN.JK,5.83,1.08,-0.06,-100.0,14.11,-4.95,-100.0,20.2,21.98,21.98,,,,,,,IDR,2008
PSDO,0.0,0.0,,3.91,3.63,-3.1,170.68,4.07,2.9,2.79,,6.67,4.57,1.0,1.0,,USD,2017
PSL.NS,-0.04,-0.0,-0.0,10.82,-27.35,,,-9.43,,,,-8.23,-16.9,3.0,4.0,,INR,2010
PSPW,-0.54,-0.06,-0.02,22.79,-100.0,30.17,-100.0,-1.42,,,,,-6930.83,,3.0,,USD,2008
PSSL.L,0.0,0.0,,30.06,64.01,61.83,16.4,38.9,29.09,22.37,,3.03,2.44,0.0,1.0,,GBP,2014
PSSR,-0.28,-0.07,-0.0,1.62,-8.43,-5.8,-34.49,-14.13,,,,-119.88,-46.0,3.0,3.0,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL SYS",USD,2012
PSTB,0.0,0.0,0.0,10.77,19.61,61.53,32.41,12.5,6.6,5.96,,,0.66,,0.0,,USD,2012
PSTH,4.83,1.07,0.05,18441.94,-100.0,-99.8,-100.35,0.06,-5.62,-0.03,,-7.41,-7.41,1.0,1.0,BLANK CHECKS,USD,2020
PSTH-WT,0.0,0.0,0.0,0.0,-100.0,-99.8,-319373.56,0.06,-5188.63,-5188.63,,20649.88,20649.88,1.0,1.0,BLANK CHECKS,USD,2020
PSTI,-0.56,0.49,0.05,22.87,-100.0,14.44,-7.0,7.84,4.72,3.84,,-69.4,-56.21,4.0,9.0,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),USD,2012
PSTVZ,0.0,0.0,,-36.67,-1.63,-22.94,38.52,-9.48,-23.55,-37.19,,-68.58,-94.42,2.0,7.0,,USD,2011
PSUN,0.0,0.0,0.0,3.81,-0.65,,,-8.75,,,,,-18.06,,2.0,,USD,2003
PSV,0.0,0.0,,40.03,78.79,83.56,81.98,-3.2,-22.65,-16.17,,-56.36,-18.57,1.0,2.0,,USD,2013
PSW.WA,26.01,8.75,-0.98,0.4,26.47,17.31,18.62,26.86,28.26,28.15,,41.18,52.93,0.0,0.0,,PLN,2011
PSXP,12.45,-4836.45,-5.77,14.07,25.79,34.67,-100.0,54.1,-100.0,-87.67,,12.54,11.83,0.0,1.0,PIPE LINES (NO NATURAL GAS),USD,2012
PSZ.AX,0.0,0.0,,41.32,6.09,-19.37,-30.01,-4.64,-3.62,-2.56,,-89.08,-29.86,1.0,3.0,,AUD,2014
PTACU,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,-23.4,-23.4,1.0,1.0,SERVICES,USD,2020
PTBS,-53.37,2.12,0.34,-0.64,3.22,-22.95,,4.53,2.0,2.01,,,,,,STATE COMMERCIAL BANKS,USD,2002
PTD.L,2.53,0.05,2.26,4.27,-6.8,-0.51,-3.78,0.23,-1.96,-1.88,,-3.17,-1.43,2.0,3.0,,GBP,2012
PTEO,0.0,0.0,,0.45,-100.0,-11.67,-7.41,-17.82,,,,-38.63,-42.82,1.0,4.0,PHARMACEUTICAL PREPARATIONS,USD,2010
PTG.TO,0.0,0.0,,0.23,-100.0,-100.0,-100.0,229.78,93.93,93.72,,1.29,0.32,1.0,3.0,,USD,2012
PTI,0.0,0.0,,39.69,-15.83,17.75,-17.42,-2.4,-8.51,-6.09,,-57.6,-54.75,2.0,4.0,,USD,2016
PTIC,0.0,-15.26,0.0,0.0,-100.0,767.66,-16300.0,-0.46,-3.83,-3.83,,5.0,5.0,1.0,1.0,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),USD,2020
PTICU,-39.99,-11.99,-0.4,-100.0,-100.0,767.66,-100.0,-0.46,-3.83,-3.83,,5.0,5.0,1.0,1.0,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),USD,2020
PTIE,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,-19.79,-19.79,1.0,1.0,,USD,2019
PTK,-32.95,0.22,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,-0.63,-0.63,1.0,1.0,BLANK CHECKS,USD,2020
PTK-UN,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,-0.63,-0.63,1.0,1.0,BLANK CHECKS,USD,2020
PTK-WT,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,-0.63,-0.63,1.0,1.0,BLANK CHECKS,USD,2020
PTLA,0.0,0.0,,20.96,49.3,21.54,1.79,10.05,-12.85,-10.62,,-71.31,-53.75,2.0,6.0,,USD,2013
PTNR,32.9,0.0,0.01,1.96,-5.46,-16.7,-16.14,-1.91,10.76,10.55,,1.34,1.81,2.0,3.0,RADIOTELEPHONE COMMUNICATIONS,ILS,2012
PTOC,10.04,1.32,,-100.0,-100.0,-100.0,-100.0,641813.22,1343249.74,1343249.74,,-0.29,-0.29,1.0,1.0,SERVICES-PREPACKAGED SOFTWARE,USD,2021
PTOCU,7.99,1.05,,-100.0,-100.0,-100.0,-100.0,641813.22,1343249.74,1343249.74,,-0.29,-0.29,1.0,1.0,SERVICES-PREPACKAGED SOFTWARE,USD,2021
PTOCW,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,641813.22,1343249.74,1343249.74,,-0.29,-0.29,1.0,1.0,SERVICES-PREPACKAGED SOFTWARE,USD,2021
PTOI,-0.21,-0.04,0.0,8.46,-100.0,46.75,-1.0,-31.56,,,,-429.01,-213.46,1.0,5.0,"WHOLESALE-ELECTRICAL APPLIANCES, TV & RADIO SETS",USD,2009
PTR,4.71,0.47,0.0,0.0,1.96,-0.88,-0.06,1.6,1.93,1.93,,2.34,2.5,1.0,3.0,CRUDE PETROLEUM & NATURAL GAS,CNY,2012
PTRAW,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,-0.46,-0.46,1.0,1.0,,USD,2020
PTR.L,-0.22,0.04,-1.6,9.41,-17.97,,-7.92,-13.21,-13.62,-12.45,,-15.72,-13.2,4.0,8.0,,USD,2012
PTSC,0.0,0.0,,-0.19,-100.0,-17.77,-23.6,-26.19,-27.86,-27.91,,-72.64,-36.31,3.0,6.0,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),USD,2011
PTSCE,0.0,0.0,0.0,-53.69,-100.0,-65.19,-20.85,-63.27,-65.32,-141.05,,-44.18,-22.99,2.0,5.0,,USD,2010
PTS.TO,-1023.19,5.97,-14.28,-0.58,11.45,,,7.32,8.7,8.75,,2.94,3.57,2.0,3.0,,USD,2012
PTVCA,0.0,0.0,,-0.53,-100.0,,,-7.35,4.04,4.06,,-0.29,1.39,1.0,2.0,"FIRE, MARINE & CASUALTY INSURANCE",USD,2011
PTVCB,0.0,0.0,,-0.51,-100.0,,,7.41,1.45,1.45,,-0.53,1.3,1.0,3.0,"FIRE, MARINE & CASUALTY INSURANCE",USD,2011
PTXP,0.0,0.0,0.0,0.47,132.86,160.18,-435.29,0.61,-10.45,-10.41,,,-0.02,,1.0,,USD,2015
PU11.L,0.0,0.0,,8.57,17.96,,,-6.25,-5.6,-5.16,,-1.39,-0.76,1.0,2.0,,GBP,2016
PU12.L,190.41,26.14,0.45,11.32,-100.0,-100.0,-100.0,-0.94,-0.95,-0.85,,1.23,0.99,1.0,2.0,,GBP,2017
PUB,0.0,0.0,,3.1,13.41,-100.0,18.05,13.72,12.24,11.87,,2.26,1.84,0.0,0.0,,USD,2015
PUE.WA,3.35,0.63,0.03,0.83,6.66,6.3,7.13,8.03,5.51,5.46,,4.84,5.31,1.0,2.0,,PLN,2012
PUGE,-0.03,-0.31,0.0,46.39,-100.0,,144.37,-62.25,164.11,112.11,,-3725648.93,-1865692.98,1.0,2.0,BLANK CHECKS,USD,2011
PUK-PA,30.68,3.11,0.18,0.0,0.25,-100.0,-0.98,2.19,4.41,4.41,,0.41,0.48,1.0,1.0,LIFE INSURANCE,GBP,2011
PULB,0.0,0.0,0.0,-52.17,-39.35,-51.89,1.25,5.22,-51.09,-106.81,,,0.83,,0.0,,USD,2006
PUNJLLOYD.NS,-1.09,-0.04,-0.01,-100.0,-9.03,,-100.0,0.03,,,,-0.65,-6.29,1.0,4.0,,INR,2009
PUR.L,-0.07,0.26,0.24,60.03,-100.0,27.12,-19.16,75.76,51.69,32.3,,-37.52,-70.44,2.0,3.0,,CAD,2012
PV,16.1,-21.39,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,10891.82,10891.82,0.0,0.0,BLANK CHECKS,USD,2021
PVAC,-1.5,2.19,0.0,-11.55,-1.25,21.14,24.24,-8.11,-14.22,-16.08,,-2.47,-41.51,1.0,2.0,CRUDE PETROLEUM & NATURAL GAS,USD,2011
PVBK,-24.34,0.92,-0.73,15.27,393.8,,0.0,96.84,31.91,27.68,,,,,,,USD,2004
PVCS.L,0.0,0.0,,29.41,-49.59,,,-34.55,-33.14,-25.61,,-11.32,-3.59,1.0,3.0,,EUR,2010
